"","X","zpid","zipcode","latitude","longitude","propertyTaxRate","hasAssociation","age","latestPrice","numPriceChanges","lotSizeSqFt","livingAreaSqFt","avgSchoolRating","numOfBathrooms","numOfBedrooms"
"241",317,80093390,78732,30.3413028717041,-97.9195404052734,1.98,1,10,825000,3,13503.6,4219,8.33333333333333,6,4
"242",320,63835353,78724,30.2520256042481,-97.5826034545898,1.98,1,19,119900,6,5749,1650,2.66666666666667,2,3
"243",321,29396904,78724,30.2888584136963,-97.6471176147461,1.98,1,42,159000,4,5575,939,3.66666666666667,1,2
"244",323,29351445,78731,30.3527736663818,-97.7920913696289,1.98,1,37,550000,3,3911,2474,7,3,3
"245",324,29368642,78726,30.4222793579102,-97.8630294799805,1.98,1,18,564900,3,7235,3422,7,4,4
"246",325,29370446,78750,30.4221382141113,-97.7962341308594,1.98,1,38,525000,4,13503.6,2567,9,4,4
"247",326,70352485,78732,30.3543224334717,-97.9112777709961,1.98,1,15,715000,1,15681.6,4060,8.33333333333333,5,4
"248",327,29344931,78733,30.337703704834,-97.8477172851562,1.98,1,37,3175000,1,32234.4,4919,9.33333333333333,5,4
"249",328,29459853,78725,30.2451725006104,-97.5860214233398,1.98,1,35,160000,3,5357,1419,3,2,3
"250",329,89663390,78717,30.4917068481445,-97.7907180786133,2.21,1,14,315000,4,6229,2234,8.33333333333333,3,3
"251",330,145654553,78725,30.2210063934326,-97.6341857910156,1.98,1,5,285000,2,6098,1491,3,2,3
"252",331,29341408,78746,30.3192558288574,-97.8133087158203,1.98,1,28,1295000,3,33105.6,4700,9,5,5
"253",333,29376445,78726,30.4411506652832,-97.8258972167969,1.98,1,34,620000,6,9147,2710,8,4,4
"254",334,29373139,78726,30.4337406158447,-97.8735046386719,1.98,0,47,598000,2,114127.2,1656,7,2,2
"255",335,83124879,78732,30.3430233001709,-97.9109878540039,1.98,1,14,495000,2,8363,2717,8.33333333333333,3,4
"256",336,70336928,78735,30.2938766479492,-97.8753662109375,1.98,1,17,1100000,3,15681.6,4615,5.66666666666667,4,4
"257",337,70338352,78724,30.2489185333252,-97.5823440551758,1.98,1,9,215000,2,12632.4,1749,2.66666666666667,2,4
"258",338,88014884,78717,30.498477935791,-97.7904586791992,2.21,1,19,379800,3,6141,1970,8.33333333333333,3,3
"259",340,29370832,78726,30.4235363006592,-97.8597259521484,1.98,1,33,540000,1,9147,2871,7,3,4
"260",341,29368445,78750,30.4214534759521,-97.8054656982422,1.98,1,37,475000,2,13503.6,3114,9,3,4
"261",342,125158378,78732,30.33176612854,-97.9232864379883,1.98,0,7,689000,1,12196.8,3393,8.33333333333333,4,4
"262",343,70338351,78724,30.2490196228027,-97.5832748413086,1.98,1,9,207500,7,8712,1550,2.66666666666667,3,4
"263",344,29342428,78733,30.3286209106445,-97.8729782104492,1.98,0,43,399000,2,19602,1848,8,2,3
"264",345,125792770,78744,30.1782474517822,-97.6937866210938,1.98,1,7,389900,4,6621,2953,3.66666666666667,3,4
"265",347,29343407,78746,30.3306846618652,-97.8047790527344,1.98,1,39,975000,6,22651.2,4269,9,5,4
"266",348,88013884,78717,30.5022411346436,-97.7890853881836,2.21,1,17,325000,1,6403,2256,8.33333333333333,3,3
"267",349,29368633,78726,30.4226341247559,-97.8604431152344,1.98,1,27,280000,4,7405,2415,7,2,4
"268",352,249891260,78744,30.1576957702637,-97.7126846313477,1.98,1,4,405000,1,6011,2766,3.66666666666667,4,4
"269",353,29344906,78730,30.3373374938965,-97.8233337402344,1.98,0,36,750000,2,43560,3009,7,4,4
"270",355,29342427,78733,30.32834815979,-97.8731689453125,1.98,1,37,457000,7,20908.8,2094,8,3,3
"271",356,29368632,78726,30.4225063323975,-97.8605651855469,1.98,1,30,265000,1,7361,2051,7,2,3
"272",357,29396897,78724,30.2898292541504,-97.6474533081055,1.98,1,18,205000,5,5052,1200,3.66666666666667,2,3
"273",359,83124877,78732,30.3433628082275,-97.9109802246094,1.98,1,14,425000,6,7971,3323,8.33333333333333,3,4
"274",360,63837777,78725,30.2315311431885,-97.5876693725586,1.98,1,18,175000,3,4626,1278,3,2,3
"275",361,29461349,78725,30.2380504608154,-97.586540222168,1.98,1,24,175000,3,5062,1662,3,2,3
"276",362,70336926,78735,30.2939491271973,-97.876106262207,1.98,1,11,1095000,1,11325.6,3983,5.66666666666667,4,4
"277",364,58298435,78750,30.3715133666992,-97.7883071899414,1.98,1,42,350000,1,5662,1799,7,2,3
"278",365,29368631,78726,30.4223804473877,-97.8606872558594,1.98,1,29,389900,1,7710,2761,7,3,3
"279",367,111373376,78732,30.3407917022705,-97.9103240966797,1.98,1,11,575000,2,9931,2972,8.33333333333333,4,4
"280",368,29376441,78726,30.4413871765137,-97.8262634277344,1.98,1,31,510000,2,9452,2580,8,2,4
"281",369,145656010,78725,30.2207889556885,-97.6338806152344,1.98,1,5,255000,1,6272,1496,3,2,3
"282",371,29342426,78733,30.3280372619629,-97.8733596801758,1.98,0,38,420000,4,19602,1499,8,2,3
"283",372,29351434,78731,30.3532600402832,-97.7904205322266,1.98,1,31,650000,2,9365,2519,7,3,3
"284",373,251030758,78744,30.1750030517578,-97.6939926147461,1.98,1,5,350000,1,5662,2360,3.66666666666667,3,3
"285",374,29368608,78726,30.4192886352539,-97.8603973388672,1.98,1,29,474500,7,12196.8,4263,7,5,4
"286",377,83827393,78724,30.2790622711182,-97.6284103393555,1.98,1,10,205000,1,5227,1221,3.66666666666667,2,3
"287",378,89551502,78725,30.2137718200684,-97.6374588012695,1.98,1,12,215000,1,8189,1420,3,2,3
"288",379,29374438,78750,30.4362754821777,-97.8050003051758,1.98,1,47,623000,2,16988.4,2904,8.66666666666667,4,4
"289",382,29368601,78726,30.4203701019287,-97.8613128662109,1.98,1,33,242200,13,13068,3165,7,3,5
"290",383,80104872,78732,30.3437232971191,-97.9159622192383,1.98,1,14,395000,5,7492,2045,8.33333333333333,2,3
"291",384,58298431,78750,30.3712348937988,-97.7877578735352,1.98,1,41,325000,2,4573,1359,7,2,2
"292",385,144176918,78733,30.3485946655273,-97.86572265625,1.98,1,60,485000,1,14810.4,1780,8,3,3
"293",388,29375933,78750,30.4399375915527,-97.7968292236328,1.98,1,44,710000,1,15681.6,3451,8.66666666666667,3,4
"294",389,29357371,78734,30.3720855712891,-97.9154891967773,1.98,1,34,1100000,5,15681.6,3020,7,4,5
"295",390,29344897,78730,30.3371963500977,-97.820686340332,1.98,0,41,774000,3,16552.8,2812,7,3,3
"296",391,70336913,78735,30.2938423156738,-97.8772506713867,1.98,1,17,899000,4,14374.8,3294,5.66666666666667,3,4
"297",392,64505930,78730,30.3812408447266,-97.811393737793,1.98,1,20,1125000,1,69696,3764,7,4,3
"298",393,64737390,78724,30.2876281738281,-97.6451797485352,1.98,1,16,269990,4,5662,1511,3.66666666666667,3,3
"299",394,88019366,78717,30.5031223297119,-97.7863998413086,2.21,1,17,384900,2,5662,1884,8.33333333333333,3,3
"300",396,29374432,78750,30.4365367889404,-97.8035583496094,1.98,1,46,619900,3,16552.8,2526,8.66666666666667,3,3
"301",397,29368593,78726,30.4229621887207,-97.8625106811523,1.98,1,22,410000,8,7666,3274,7,4,4
"302",398,249891254,78744,30.1585903167725,-97.7149124145508,1.98,1,5,320000,2,6534,1754,3.66666666666667,2,3
"303",399,29357369,78734,30.3716354370117,-97.9154739379883,1.98,1,39,1595000,4,15681.6,2944,7,3,3
"304",401,79981846,78725,30.2408657073975,-97.5778503417969,1.98,1,13,209000,2,5880,1236,3,2,4
"305",402,29376431,78726,30.4420433044434,-97.8259582519531,1.98,1,32,445000,2,8441,3346,8,4,5
"306",403,29343397,78746,30.333158493042,-97.8049621582031,1.98,1,38,1215000,4,48787.2,4700,9,6,5
"307",404,29358974,78750,30.3746471405029,-97.7968673706055,1.98,1,40,609995,2,10544,2728,7,3,4
"308",405,111371886,78724,30.2785472869873,-97.6242141723633,1.98,1,8,240000,5,6229,2491,3.66666666666667,3,5
"309",406,29368581,78726,30.4225692749023,-97.8612670898438,1.98,1,29,475000,2,6625,2495,7,2,4
"310",407,79980405,78733,30.3315525054932,-97.85595703125,1.98,1,16,3750000,3,43995.6,9368,8,6,5
"311",408,83124867,78732,30.3418216705322,-97.9104385375977,1.98,1,14,574900,1,7753,3358,8.33333333333333,4,4
"312",410,70992361,78717,30.4970512390137,-97.7951507568359,2.21,1,16,212500,1,6011,1985,8.33333333333333,2.5,3
"313",411,80104386,78724,30.2768249511719,-97.6317443847656,1.98,1,15,240000,1,6272,1761,3.66666666666667,2,4
"314",412,63835340,78724,30.2514114379883,-97.5806427001953,1.98,1,19,175000,1,6882,1326,2.66666666666667,2,3
"315",413,29357366,78734,30.3707885742188,-97.9152297973633,1.98,1,9,1775000,5,16117.2,3700,7,4,5
"316",414,29372930,78750,30.4305324554443,-97.8137512207031,1.98,1,38,379950,7,13939.2,2846,8.66666666666667,3,4
"317",415,29368548,78726,30.4215049743652,-97.8558654785156,1.98,1,23,549900,4,16988.4,3884,7,4,5
"318",416,67415405,78733,30.2996158599854,-97.8952789306641,1.98,1,35,775000,2,13939.2,3076,9.33333333333333,3,4
"319",417,29353930,78731,30.3588027954102,-97.7865982055664,1.98,0,37,399000,10,14374.8,2068,7,2,3
"320",418,88019360,78717,30.4940662384033,-97.7969207763672,2.21,1,15,379000,3,8712,2708,8.33333333333333,3,4
"321",419,29459839,78725,30.2458591461182,-97.5849914550781,1.98,1,33,221000,1,6446,1895,3,3,4
"322",420,29363429,78750,30.393087387085,-97.8046646118164,1.98,1,26,650000,1,14374.8,2898,7,3,3
"323",424,29368546,78726,30.4214973449707,-97.8562088012695,1.98,1,23,475000,4,9278,2538,7,2,3
"324",425,63835337,78724,30.2519035339356,-97.580924987793,1.98,1,19,219900,4,6098,1952,2.66666666666667,3,4
"325",427,29566857,78750,30.4632625579834,-97.8114852905273,2.21,0,42,175000,5,13503.6,1723,7.66666666666667,2,3
"326",428,111372714,78732,30.3409557342529,-97.9132537841797,1.98,1,10,959000,5,16117.2,4559,8.33333333333333,4,5
"327",429,29376426,78726,30.4425926208496,-97.8262023925781,1.98,1,33,489000,1,10062,2635,8,4,5
"328",430,29363428,78750,30.3928565979004,-97.8044967651367,1.98,0,26,765000,5,10628,3574,7,4,4
"329",431,29342404,78733,30.3277225494385,-97.8761444091797,1.98,1,43,325000,7,24393.6,2110,8,3,3
"330",432,29368532,78726,30.4198265075684,-97.8562316894531,1.98,1,26,419900,3,13068,2622,7,3,4
"331",434,29459837,78725,30.2465648651123,-97.5832901000977,1.98,1,26,52500,5,5662,1405,3,2,3
"332",435,83815356,78732,30.337984085083,-97.9253768920898,1.98,1,17,1999900,9,182080.8,7158,8.33333333333333,7,6
"333",437,29396879,78724,30.2910041809082,-97.6435165405273,1.98,1,5,412900,5,6490,2837,3.66666666666667,3,4
"334",438,29368531,78726,30.4195404052734,-97.8564300537109,1.98,1,32,550000,1,18730.8,3379,7,4,4
"335",441,29375925,78750,30.4413814544678,-97.7961654663086,1.98,1,46,768000,3,13939.2,2826,8.66666666666667,3,4
"336",442,80104481,78732,30.3434982299805,-97.9189147949219,1.98,1,14,865000,3,13939.2,4549,8.33333333333333,6,5
"337",444,29363427,78750,30.3926563262939,-97.8043746948242,1.98,1,27,550000,6,10006,2489,7,3,4
"338",445,70992349,78717,30.4963703155518,-97.7957153320312,2.21,1,15,339900,2,6534,2030,8.33333333333333,3,3
"339",446,249891244,78744,30.1598224639892,-97.7156143188477,1.98,1,5,439900,1,7840,2942,3.66666666666667,4,4
"340",447,29341389,78746,30.3208599090576,-97.8125991821289,1.98,1,31,1149000,5,17859.6,3724,9,5,5
"341",448,90240400,78733,30.3308830261231,-97.8798904418945,1.98,1,17,1095000,3,62290.8,4616,8,4,5
"342",450,29395366,78724,30.2897357940674,-97.6613235473633,1.98,0,38,299000,3,6534,1531,3.66666666666667,3,4
"343",451,88023347,78717,30.4970703125,-97.7907562255859,2.21,1,18,470000,10,7492,2792,8.33333333333333,3,3
"344",452,251034742,78744,30.1515731811523,-97.7198181152344,1.98,1,3,412206,2,8398,2502,3.66666666666667,3,3
"345",455,70330400,78733,30.3282814025879,-97.8583908081055,1.98,1,5,3500000,7,45302.4,5650,8,7,5
"346",457,29368530,78726,30.4195785522461,-97.8567657470703,1.98,1,30,384900,1,11761.2,2484,7,3,4
"347",458,111372365,78724,30.2795810699463,-97.6253128051758,1.98,1,8,239900,2,5749,1650,3.66666666666667,2,3
"348",459,111973229,78725,30.2316970825195,-97.5908126831055,1.98,1,21,189900,1,5314,1178,3,2,3
"349",461,70992346,78717,30.4966678619385,-97.7954254150391,2.21,1,16,375000,3,8537,1985,8.33333333333333,3,3
"350",462,89550899,78732,30.3496875762939,-97.9038162231445,1.98,1,12,649900,1,10105,3058,8.66666666666667,3,4
"351",463,29344884,78730,30.3393745422363,-97.8178100585938,1.98,0,23,3250000,3,21780,4800,7,5,3
"352",464,29374423,78750,30.4373989105225,-97.8022994995117,1.98,1,46,849000,2,21344.4,3205,8.66666666666667,3,4
"353",465,29368568,78726,30.4214591979981,-97.8575973510742,1.98,1,23,559900,2,9757,3522,7,5,5
"354",466,241931861,78724,30.2912616729736,-97.6421585083008,1.98,1,4,428900,1,4835,2470,3.66666666666667,3,3
"355",467,121657728,78725,30.2368793487549,-97.5785369873047,1.98,1,9,194973,1,4181,1426,3,2,3
"356",469,249891240,78744,30.1594562530518,-97.7162551879883,1.98,1,5,375000,1,6011,1976,3.66666666666667,2,3
"357",471,80104336,78732,30.344783782959,-97.9158554077148,1.98,1,13,365000,2,5662,1947,8.33333333333333,2,3
"358",472,70352400,78732,30.3493900299072,-97.9028167724609,1.98,1,11,590000,1,9452,3335,8.66666666666667,4,4
"359",473,29341382,78746,30.3191928863525,-97.812370300293,1.98,1,33,699000,6,29620.8,3649,9,5,4
"360",475,29374422,78750,30.4370918273926,-97.8024520874023,1.98,1,43,399500,4,14810.4,2537,8.66666666666667,3,4
"361",476,70992345,78717,30.4964370727539,-97.7952194213867,2.21,1,15,289000,1,8189,1815,8.33333333333333,3,3
"362",477,83818357,78724,30.2741851806641,-97.6325073242188,1.98,1,15,257900,2,6229,1347,3.66666666666667,2,3
"363",478,29462725,78725,30.2324295043945,-97.5886917114258,1.98,1,22,205000,2,6534,1726,3,3,3
"364",479,29351423,78731,30.3523426055908,-97.7928314208984,1.98,1,38,465900,9,10628,2848,7,4,3
"365",480,29461328,78725,30.2386569976807,-97.5860900878906,1.98,1,24,214900,1,5248,1692,3,2,3
"366",482,55299490,78737,30.1789722442627,-97.9584121704102,2.01,1,11,149900,9,83635.2,3750,8,3,4
"367",483,70352399,78732,30.3495674133301,-97.9028167724609,1.98,1,12,649500,4,9452,4172,8.66666666666667,4,5
"368",484,29395357,78724,30.2887725830078,-97.6601333618164,1.98,0,47,250000,1,6621,1116,3.66666666666667,2,4
"369",485,29462724,78725,30.2323036193848,-97.5887832641602,1.98,1,22,195000,2,5445,1476,3,3,3
"370",486,29372422,78750,30.4303379058838,-97.7979431152344,1.98,0,37,550000,1,10628,2220,8.66666666666667,2,3
"371",487,29340875,78733,30.3175811767578,-97.8416061401367,1.98,1,26,1290000,2,73180.8,3652,9.33333333333333,4,4
"372",488,29368517,78726,30.418607711792,-97.8577194213867,1.98,1,34,425000,2,12632.4,2949,7,3,4
"373",489,83823333,78732,30.3695220947266,-97.9078216552734,1.98,1,15,810000,6,12632.4,4326,8.66666666666667,6,5
"374",490,145657233,78744,30.1632900238037,-97.7231521606445,1.98,1,7,349900,1,6272,1844,3.66666666666667,3,3
"375",491,55299488,78737,30.1789989471436,-97.9561920166016,2.01,1,21,719900,1,57934.8,3371,8,4,4
"376",492,70992340,78717,30.4961090087891,-97.7945327758789,2.21,1,16,209495,6,7971,2126,8.33333333333333,3,3
"377",494,70345723,78725,30.2319316864014,-97.5915908813477,1.98,1,17,214900,3,4675,1569,3,3,3
"378",497,70335832,78732,30.3538150787354,-97.9077987670898,1.98,1,17,475000,1,10018,2746,8.66666666666667,3,4
"379",498,29370422,78750,30.4252681732178,-97.7972640991211,1.98,1,33,612000,9,10367,3033,9,3,4
"380",500,70992341,78717,30.4961986541748,-97.7946548461914,2.21,1,15,340000,4,7753,2015,8.33333333333333,3,3
"381",501,145656729,78744,30.1760921478271,-97.6962127685547,1.98,1,6,328000,3,6995,1891,3.66666666666667,3,3
"382",504,88023921,78750,30.4522590637207,-97.8158569335938,2.21,1,18,452000,4,6272,2825,7.66666666666667,3,4
"383",505,29341366,78746,30.320182800293,-97.8072738647461,1.98,1,20,1425000,3,67082.4,6078,9,6,4
"384",507,70992334,78717,30.4955062866211,-97.7943801879883,2.21,1,15,199000,5,6098,1626,8.33333333333333,2,3
"385",510,80093353,78724,30.2770748138428,-97.6314544677734,1.98,1,15,225000,4,5706,1442,3.66666666666667,2,3
"386",511,29459824,78725,30.2466354370117,-97.5843734741211,1.98,1,26,156485,7,5662,1898,3,3,3
"387",512,29346897,78733,30.3433666229248,-97.8729400634766,1.98,1,33,612000,1,43560,3675,8,4,5
"388",513,29340866,78733,30.3143558502197,-97.8421096801758,1.98,1,28,1350000,2,137214,4016,9.33333333333333,4,4
"389",514,64543920,78726,30.4480934143066,-97.8195571899414,1.98,1,65,730000,14,22215.6,2878,8.66666666666667,3,4
"390",515,202152984,78737,30.1747970581055,-97.9933395385742,2.01,1,7,519900,1,15681.6,3181,8,4,4
"391",516,70992331,78717,30.495906829834,-97.7951126098633,2.21,1,15,409000,2,11761.2,2868,8.33333333333333,4,4
"392",517,29368502,78726,30.4197273254394,-97.859733581543,1.98,1,33,329000,4,11761.2,3071,7,4,4
"393",521,29342397,78733,30.3295307159424,-97.8748168945312,1.98,0,52,585900,4,32234.4,1686,8,2,4
"394",522,241938219,78744,30.164966583252,-97.7242050170898,1.98,1,5,355000,2,6534,2289,3.66666666666667,3,4
"395",523,29344861,78746,30.3366565704346,-97.8165969848633,1.98,0,37,1290000,12,8363,2500,9,3,3
"396",524,29368420,78750,30.4219379425049,-97.802116394043,1.98,1,39,337000,7,12196.8,2269,9,3,4
"397",525,29368500,78726,30.4207344055176,-97.8574447631836,1.98,1,24,519900,3,10890,2698,7,3,4
"398",526,83828324,78732,30.351016998291,-97.9134292602539,1.98,1,16,1649000,3,102366,5555,8.33333333333333,6,4
"399",527,80084981,78737,30.1716918945312,-97.9976501464844,2.01,1,16,390000,15,11761.2,2739,8,3,4
"400",528,70326844,78724,30.2935028076172,-97.6422882080078,1.98,1,15,325000,7,5662,2192,3.66666666666667,3,3
"401",529,70348860,78730,30.3443145751953,-97.8156967163086,1.98,1,17,1399000,1,28314,6038,7,8,5
"402",532,70336895,78735,30.2962398529053,-97.8759536743164,1.98,1,14,1295000,1,12632.4,4183,5.66666666666667,5,5
"403",533,70345711,78725,30.2306060791016,-97.5924987792969,1.98,1,16,2e+05,2,4660,1986,3,3,5
"404",534,70992322,78717,30.4946804046631,-97.7949447631836,2.21,1,15,364900,4,8842,2471,8.33333333333333,2,3
"405",535,145658498,78724,30.2915840148926,-97.6429672241211,1.98,1,6,410000,4,5793,2526,3.66666666666667,4,3
"406",536,145655717,78744,30.1764945983887,-97.6947555541992,1.98,1,7,305000,1,4399,1772,3.66666666666667,3,3
"407",537,29360913,78750,30.3781833648682,-97.7905578613281,1.98,1,38,449000,4,7293,2294,7,3,3
"408",538,64696895,78735,30.2937107086182,-97.8733825683594,1.98,1,17,1200000,1,11325.6,3533,5.66666666666667,4,4
"409",539,185217321,78717,30.4964828491211,-97.7941055297852,2.21,1,16,315000,2,7927,1837,8.33333333333333,2,3
"410",540,70345708,78725,30.231237411499,-97.5927200317383,1.98,1,12,127926,5,4660,1378,3,2,3
"411",541,29377417,78750,30.4444713592529,-97.8107757568359,1.98,1,39,755000,2,13068,3149,8.66666666666667,4,5
"412",542,83124822,78732,30.3405380249023,-97.9090957641602,1.98,1,11,589000,8,11325.6,3818,8.33333333333333,4,4
"413",543,84138980,78737,30.1746444702148,-98.0006713867188,2.01,1,16,495000,6,16552.8,3854,8,4,4
"414",544,83824836,78724,30.276050567627,-97.6313705444336,1.98,1,15,289900,2,5662,2573,3.66666666666667,3,4
"415",545,2088560215,78744,30.1615390777588,-97.7165145874023,1.98,1,4,385990,5,8929,2457,3.66666666666667,3,4
"416",546,29363410,78750,30.3931293487549,-97.8024826049805,1.98,1,29,750000,2,10497,2844,7,3,3
"417",547,2099325819,78717,30.4848098754883,-97.7894592285156,2.21,1,7,514900,2,7448,3051,7.66666666666667,4,4
"418",548,70352394,78732,30.3501243591309,-97.8922576904297,1.98,1,16,6e+05,2,12196.8,2538,8.33333333333333,3,3
"419",549,29462708,78725,30.2303848266602,-97.5900268554688,1.98,1,22,180000,1,6316,1467,3,3,3
"420",550,29344853,78746,30.3382663726807,-97.8098449707031,1.98,1,25,847000,4,13068,3092,9,4,4
"421",551,83815821,78732,30.3425960540771,-97.9082412719727,1.98,1,13,525000,2,8929,2958,8.33333333333333,3,5
"422",552,64640832,78724,30.2872524261475,-97.6460266113281,1.98,1,16,288500,1,5749,1339,3.66666666666667,2,3
"423",553,29461309,78725,30.2409648895264,-97.5862426757812,1.98,1,36,204400,4,5445,1539,3,2,4
"424",554,55299479,78737,30.1799430847168,-97.9594879150391,2.01,1,17,595000,1,53578.8,3062,8,4,4
"425",555,29375915,78750,30.4388408660889,-97.7973251342773,1.98,1,45,695000,2,10759,2611,8.66666666666667,3,5
"426",556,70336894,78735,30.2959537506104,-97.8759765625,1.98,1,12,1300000,1,13939.2,4129,5.66666666666667,5,5
"427",557,29344851,78746,30.3378372192383,-97.8102798461914,1.98,1,26,1275000,1,13503.6,3385,9,4,4
"428",558,29351909,78730,30.3613796234131,-97.8387756347656,1.98,1,26,999900,1,43560,3277,7,5,4
"429",560,111371325,78724,30.2799301147461,-97.6261825561523,1.98,1,8,240000,2,5662,1710,3.66666666666667,2,4
"430",562,29461308,78725,30.2408313751221,-97.5863265991211,1.98,1,36,219500,2,6446,1854,3,3,3
"431",563,124843201,78744,30.1748676300049,-97.6940078735352,1.98,1,6,350000,3,5662,1789,3.66666666666667,3,3
"432",564,60138195,78725,30.2369136810303,-97.5886306762695,1.98,1,20,219900,1,7797,1890,3,2,3
